Atualizado em: 2025-08-28
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SAZS";"SAN CARLOS DE BARILOCHE AIRPORT(ARGENTINA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"72";"1,39";"7,04";"4,23"
"SAZS";"SAN CARLOS DE BARILOCHE AIRPORT(ARGENTINA)";"SBKP";"VIRACOPOS(SP, BRASIL)";"22";"0";"9,09";"0"
"SAZS";"SAN CARLOS DE BARILOCHE AIRPORT(ARGENTINA)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"5";"0";"0";"0"
"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"6,45";"6,9";"3,45"
"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"4";"0";"0";"0"
"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"8";"0";"12,5";"12,5"
"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"5";"0";"40";"0"
"SBAQ";"BARTOLOMEU DE GUSMÃO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"58";"13,79";"24";"12"
"SBAR";"SANTA MARIA(SE, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"0";"0"
"SBAR";"SANTA MARIA(SE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"32";"0";"0";"0"
"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"43";"2,33";"2,38";"2,38"
"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"155";"0";"7,1";"1,29"
"SBAR";"SANTA MARIA(SE, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"6,45";"0";"0"
"SBAR";"SANTA MARIA(SE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"62";"1,61";"3,28";"3,28"
"SBAR";"SANTA MARIA(SE, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"12";"0";"0";"0"
"SBAR";"SANTA MARIA(SE, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"62";"0";"4,84";"3,23"
"SBAT";"PILOTO OSVALDO MARQUES DIAS(MT, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"14";"0";"21,43";"0"
"SBAU";"ESTADUAL DARIO GUARITA(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"0";"0";"0"
"SBAU";"ESTADUAL DARIO GUARITA(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"4";"0";"0";"0"
"SBAU";"ESTADUAL DARIO GUARITA(SP, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"17";"0";"5,88";"5,88"
"SBAX";"ROMEU ZEMA(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"9";"0";"0";"0"
"SBAX";"ROMEU ZEMA(MG, BRASIL)";"SNPD";"PATOS DE MINAS(MG, BRASIL)";"13";"0";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"KFLL";"FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"18";"0";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"9";"0";"11,11";"11,11"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"27";"0";"7,41";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"102";"0,98";"3,96";"0,99"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"64";"1,56";"1,59";"1,59"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBCJ";"CARAJÁS(PA, BRASIL)";"44";"2,27";"2,33";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"81";"0";"4,94";"1,23"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"89";"0";"5,62";"3,37"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"18";"0";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"155";"2,58";"13,25";"2,65"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBHT";"ALTAMIRA(PA, BRASIL)";"31";"0";"9,68";"3,23"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"94";"4,26";"6,67";"1,11"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"58";"0";"3,45";"3,45"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBMD";"MONTE DOURADO(PA, BRASIL)";"9";"0";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"130";"0,77";"3,88";"3,1"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"62";"0";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"26";"0";"7,69";"3,85"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"70";"1,43";"1,45";"1,45"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBTU";"TUCURUÍ(PA, BRASIL)";"10";"0";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SMJP";"JOHAN ADOLF PENGEL INTERNATIONAL AIRPORT (ZANDERIJ INT´L)(SURINAME)";"13";"0";"46,15";"38,46"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SNEB";"AERODROMO DE PARAGOMINAS(PA, BRASIL)";"10";"0";"10";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SNMZ";"PORTO DE MOZ(PA, BRASIL)";"9";"0";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SNSM";"SALINÓPOLIS(PA, BRASIL)";"8";"25";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SNVS";"BREVES(PA, BRASIL)";"9";"33,33";"0";"0"
"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SOCA";"CAYENNE-ROCHAMBEAU AIRPORT(GUIANA FRANCESA)";"4";"0";"25";"25"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"44";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"31";"0";"9,68";"3,23"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"MMUN";"CANCUN/INTL (MÉXICO)";"14";"0";"14,29";"14,29"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"3,23";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"14";"7,14";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"17";"5,88";"12,5";"12,5"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"31";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"103";"0";"1,94";"0,97"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBBV";"ATLAS BRASIL CANTANHEDE(RR, BRASIL)";"65";"0";"1,54";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"244";"0,41";"5,76";"3,7"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"62";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"124";"1,61";"9,02";"2,46"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"71";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"119";"0,84";"5,08";"0,85"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"62";"1,61";"1,64";"1,64"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"155";"0,65";"3,25";"0,65"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"257";"1,17";"2,76";"0,39"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"93";"0";"4,3";"3,23"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"409";"1,22";"6,44";"1,24"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"31";"0";"3,23";"3,23"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"93";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"178";"1,69";"4,57";"3,43"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"58";"0";"3,45";"1,72"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"97";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"31";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"124";"1,61";"2,46";"0,82"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"66";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"31";"0";"3,23";"3,23"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"58";"0";"3,45";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"62";"0";"1,61";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"244";"0";"2,87";"1,23"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"331";"2,11";"2,47";"0,62"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"98";"0";"1,02";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"31";"0";"6,45";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"124";"0";"0,81";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"31";"0";"3,23";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"756";"0,93";"2,94";"0,67"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"217";"0";"3,23";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"89";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"54";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"31";"0";"3,23";"3,23"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"17";"0";"0";"0"
"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"31";"3,23";"16,67";"6,67"
"SBBV";"ATLAS BRASIL CANTANHEDE(RR, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"66";"0";"1,52";"1,52"
"SBBV";"ATLAS BRASIL CANTANHEDE(RR, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"31";"0";"6,45";"3,23"
"SBBW";"BARRA DO GARÇAS(MT, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"23";"17,39";"0";"0"
"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"58";"0";"10,34";"5,17"
"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"72";"2,78";"17,14";"7,14"
"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"50";"4";"4,17";"0"
"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"4";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"KFLL";"FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"14";"0";"7,14";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"9";"11,11";"12,5";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"31";"0";"12,9";"3,23"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"9";"0";"44,44";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SAZS";"SAN CARLOS DE BARILOCHE AIRPORT(ARGENTINA)";"9";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"32";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBAX";"ROMEU ZEMA(MG, BRASIL)";"13";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"64";"0";"3,13";"1,56"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"244";"0";"7,38";"4,51"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCJ";"CARAJÁS(PA, BRASIL)";"53";"0";"7,55";"1,89"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCN";"NELSON RODRIGUES GUIMARÃES(GO, BRASIL)";"9";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"71";"8,45";"3,08";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"62";"0";"6,45";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"31";"0";"3,23";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"4";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"47";"0";"10,64";"2,13"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"75";"0";"4";"1,33"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"216";"0,46";"6,05";"3,72"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"101";"0";"7,92";"0,99"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"537";"1,49";"10,21";"3,21"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGV";"CORONEL ALTINO MACHADO(MG, BRASIL)";"79";"0";"8,86";"3,8"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"40";"5";"7,89";"5,26"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBIP";"USIMINAS(MG, BRASIL)";"98";"0";"8,16";"5,1"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"19";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJE";"JERICOACORA(CE, BRASIL)";"13";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"35";"0";"5,71";"2,86"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"123";"20,33";"17,35";"10,2"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"26";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"295";"0";"9,15";"5,42"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"23";"0";"13,04";"4,35"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"132";"0";"4,55";"1,52"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"73";"2,74";"8,45";"4,23"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"57";"7,02";"9,43";"5,66"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"17";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"176";"0,57";"4,57";"1,14"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"31";"0";"3,23";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"31";"0";"3,23";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"165";"0,61";"5,49";"3,05"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"136";"0,74";"3,7";"1,48"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"57";"0";"5,26";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"47";"0";"4,26";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"30";"0";"3,33";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSO";"REGIONAL DE SORRISO ADOLINO BEDIN(MT, BRASIL)";"16";"0";"6,25";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"700";"0,71";"5,61";"1,58"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"56";"0";"3,57";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"186";"0";"4,84";"2,69"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBTC";"HOTEL TRANSAMÉRICA(AERODROMO PRIVADO)(BA, BRASIL)";"4";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"30";"0";"3,33";"3,33"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"120";"0";"9,17";"3,33"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"30";"3,33";"6,9";"3,45"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"44";"0";"4,55";"2,27"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVG";"MAJOR BRIGADEIRO TROMPOWSKY(MG, BRASIL)";"14";"14,29";"25";"25"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"127";"0,79";"4,76";"0"
